text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit,_primary_case_type,_obfuscation_type,_original_text
"17'$ b3f0r3 7h3 p@r7 @b0u7 d3cry1ng w0m3n f0r $3w1ng p1ll0w$, bu7 @f73r 7h3 p@r7$ wh3r3 7h3 guy h@nd$ h1$ d@ugh73r 0v3r 70 b3 r@p3d, @nd @l$0 @f73r 7h3 p@r7 @b0u7 g0d $@nc710n1ng @b0r710n$.",0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,sexual_explicit,leet,"It's before the part about decrying women for sewing pillows, but after the parts where the guy hands his daughter over to be raped, and also after the part about god sanctioning abortions."
"P​r​e​s​i​d​e​n​t T​r​u​m​p w​i​l​l m​a​k​e A​m​e​r​i​c​a g​r​e​a​t a​g​a​i​n​.  A d​a​u​n​t​i​n​g t​a​s​k a​f​t​e​r e​i​g​h​t y​e​a​r​s of the G​r​e​a​t D​i​v​i​d​e​r​, B​a​r​a​c​k H​u​s​s​e​i​n O​b​a​m​a​.",0.20000000298023224,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,insult,zwsp,"President Trump will make America great again.  A daunting task after eight years of the Great Divider, Barack Hussein Obama."
"h*re s*m**ne who is NOT a c*s-h*t wh*te m*n, ev*n if th*t p*rs*n is the m*st q**l*f**d (b*c**se h*’s had the m*st opp*rt*n*t**s)

Th*t is Str**ght up r*c*st and s*x*st.",0.5874999761581421,0.0,0.012500000186264515,0.0,0.32499998807907104,0.512499988079071,0.0,identity_attack,asterisk,"hire someone who is NOT a cis-het white man, even if that person is the most qualified (because he’s had the most opportunities)

That is Straight up racist and sexist."
HRС саn't ѕее hоw ѕhе'ѕ juѕt еmbаrrаѕѕіng hеrѕеlf. Аlmоѕt fееl ѕоrry fоr hеr.,0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,insult,homoglyph,HRC can't see how she's just embarrassing herself. Almost feel sorry for her.
"7h3 f​1​l​7​3​r​$ @r3 n07 b​1​0​d​3​g​r​@​d​@​b​l​3​, @7 l​3​@​$​7 n07 1n @ r​3​@​$​0​n​@​b​l​3 7​1​m​3 f​r​@​m​3​. C​0​m​3 0u7 70 7h3 @​n​n​u​@​l r​1​v​3​r c​l​3​@​n up n​3​x​7 f​@​l​l @nd y0u w​1​l​l d​1​$​c​0​v​3​r j​u​$​7 h0w m​@​n​y c​1​g​@​r​3​7​7​3 b​u​7​7​$ @r3 $​7​r​3​w​n @​b​0​u​7​. 7​h​3​y r​3​p​r​3​$​3​n​7 @ $​u​b​$​7​@​n​7​1​@​l @​m​0​u​n​7 0f g​@​r​b​@​g​3​.",0.30000001192092896,0.0,0.0,0.0,0.20000000298023224,0.0,0.10000000149011612,sexual_explicit,mixed,"The filters are not biodegradable, at least not in a reasonable time frame. Come out to the annual river clean up next fall and you will discover just how many cigarette butts are strewn about. They represent a substantial amount of garbage."
"7h@nk y0u f0r 7h1$ c0mm3n7 $c077, y0u m@k3 @ d@rn g00d p01n7. 1 73nd 70 @gr33 w17h Mr. Cruz @$ f@r @$ h3 g03$, bu7 1$ h3 w1ll1ng 70 $@cr1f1c3 wh3r3 17 r3@lly m@y @ff3c7 h1m? 1f w3 @r3 @ll 1n 7h1$ 70g37h3r 7h3n w3 n33d 70 @ll b3 p@r7 0f 7h3 pr0bl3m $0lv1ng.",0.4000000059604645,0.0,0.4000000059604645,0.0,0.30000001192092896,0.0,0.0,obscene,leet,"Thank you for this comment Scott, you make a darn good point. I tend to agree with Mr. Cruz as far as he goes, but is he willing to sacrifice where it really may affect him? If we are all in this together then we need to all be part of the problem solving."
"Disagree_with_the_Trump_part,_but_I_do_agree_that_it_is_past_due_for_a_major_shake_up_in_this_city_of_it's_incompetent_and_deluded_managers.",0.6000000238418579,0.10000000149011612,0.0,0.0,0.6000000238418579,0.0,0.0,severe_toxicity,underscore,"Disagree with the Trump part, but I do agree that it is past due for a major shake up in this city of it's incompetent and deluded managers."
"The tr*ly f**thf*l Ob*ma C*re z**l*ts d*n't n**d a s*ngle f*ct to c*nt*n*e th**r b*l**f in a syst*m th*t is an utt*r and t*t*l f**l*r*. I f*nd it am*z*ng, the w*lls b*tw**n r**l*ty and w*nt th*t can be c*nstr*ct*d in the m*nds of p**ple who are p*rp*rt*d to be int*ll*g*nt. I j*st d*n't get it.",0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,insult,asterisk,"The truly faithful Obama Care zealots don't need a single fact to continue their belief in a system that is an utter and total failure. I find it amazing, the walls between reality and want that can be constructed in the minds of people who are purported to be intelligent. I just don't get it."
"So b​e​c​a​u​s​e the o​f​f​i​c​i​a​l s​t​a​t​e​m​e​n​t d​o​e​s​n​'​t b​a​c​k gay m​a​r​r​i​a​g​e t​h​a​t m​e​a​n​s we t​r​e​a​t g​a​y​s p​o​o​r​l​y​? T​h​e​n why are t​h​e​r​e s​o​m​e g​a​y​s t​h​a​t c​o​m​e to c​h​u​r​c​h t​h​e​r​e at ID? 
I t​h​i​n​k you are m​i​s​s​i​n​g the p​o​i​n​t​. S​i​m​p​l​y b​e​c​a​u​s​e s​o​m​e​o​n​e d​o​e​s not go for y​o​u​r d​e​f​i​n​i​t​i​o​n of m​a​r​r​i​a​g​e d​o​e​s NOT m​e​a​n e​q​u​a​t​e to t​r​e​a​t​i​n​g g​a​y​s p​o​o​r​l​y​. T​h​i​s is a t​w​i​s​t​i​n​g and d​i​s​t​o​r​t​i​o​n of r​e​a​l​i​t​y​.",0.10000000149011612,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,identity_attack,zwsp,"So because the official statement doesn't back gay marriage that means we treat gays poorly? Then why are there some gays that come to church there at ID? 
I think you are missing the point. Simply because someone does not go for your definition of marriage does NOT mean equate to treating gays poorly. This is a twisting and distortion of reality."
M*st of it is f*ll*d w*th p*ke and oth*r gr*ss b*d*ly fl**ds.,0.1617647111415863,0.014705882407724857,0.029411764815449715,0.0,0.13235294818878174,0.0,0.029411764815449715,sexual_explicit,asterisk,Most of it is filled with puke and other gross bodily fluids.
"Аt nо tіmе dо yоu еvеr hаvе аnythіng rеmоtеly іntеllіgеnt tо оffеr рublіс dеbаtе. Thаt wоuld rеquіrе іntеllіgеnсе. nеіthеr dо yоu knоw hоw tо bе а mаn, аnd mаn uр whеn yоur іgnоrаnсе іѕ аddrеѕѕеd wіth іrrеfutаblе fасt. Thаt wоuld rеquіrе сhаrасtеr. Whаt а dаft dеludеd fооl lіkе yоu fаіlѕ tо undеrѕtаnd іѕ thе fасt yоu аrе thе роlіtісаl twіn оf rіght wіng Сhrіѕtіаn nut саѕеѕ.",0.49152541160583496,0.0,0.050847455859184265,0.0,0.47457626461982727,0.20338982343673706,0.0,identity_attack,homoglyph,"At no time do you ever have anything remotely intelligent to offer public debate. That would require intelligence. neither do you know how to be a man, and man up when your ignorance is addressed with irrefutable fact. That would require character. What a daft deluded fool like you fails to understand is the fact you are the political twin of right wing Christian nut cases."
The r*f*r*e is sh*t!,0.8965517282485962,0.08620689809322357,0.8103448152542114,0.0,0.7758620977401733,0.0,0.0,obscene,asterisk,The referee is shit!
"Wh*t on e*rth w**ld p*ss*s you to p*st s*m*th*ng l*ke th*t?  As Ang*la s**d, utt*rly d*sr*sp*ctf*l b*y*nd b*l**f.  I'm fr**nds of the f*m*ly & I h*te to ev*n im*g*ne wh*t th*y are g**ng thr**gh r*ght n*w.  How d*re you d*sr*sp*ct a p*rs*n's l*fe l*ke th*t.  Wh*t*v*r y**r r**s*n - th*s is not the t*me or the pl*c*.",0.20000000298023224,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,insult,asterisk,"What on earth would posses you to post something like that?  As Angela said, utterly disrespectful beyond belief.  I'm friends of the family & I hate to even imagine what they are going through right now.  How dare you disrespect a person's life like that.  Whatever your reason - this is not the time or the place."
"Еxсuѕе mе, whаt dіd аny оf yоu hаvе tо dо wіth іmрlеmеntіng thе реrmаnеnt fund?  Kеер hаndѕ оff ""yоur"" реrmаnеnt fund?  Gоd fоrbіd yоu раy tаxеѕ fоr rоаdѕ, ѕсhооlѕ, роlісе & fіrе рrоtесtіоn.  Thіѕ ѕtаtе hаѕ соmе а lоng lоng wаy іn thе аlmоѕt 40 yеаrѕ ѕіnсе ""Оіl Іn"" Dаy (1977).  Nоnе оf thаt mоnеy іѕ ""yоurѕ"".  Lооk аt thе рrореrty tаxеѕ раіd іn thе lоwеr 48 аnd thеn lооk аt yоurѕ.  І wаѕ hеrе whеn wе gоt rіd оf thе Ѕtаtе Іnсоmе Tаx аnd thе Ѕсhооl Tаx аnd іt wаѕ mіnіmаl.  Ѕuсk іt uр аnd bе а rеаl Аlаѕkаn.  Оr frеаkіng gо hоmе.",0.6000000238418579,0.0,0.4000000059604645,0.0,0.4000000059604645,0.10000000149011612,0.5,sexual_explicit,homoglyph,"Excuse me, what did any of you have to do with implementing the permanent fund?  Keep hands off ""your"" permanent fund?  God forbid you pay taxes for roads, schools, police & fire protection.  This state has come a long long way in the almost 40 years since ""Oil In"" Day (1977).  None of that money is ""yours"".  Look at the property taxes paid in the lower 48 and then look at yours.  I was here when we got rid of the State Income Tax and the School Tax and it was minimal.  Suck it up and be a real Alaskan.  Or freaking go home."
"Еnglіѕh trаnѕlаtіоn
""І wоrk fоr thе оіl іnduѕtry аnd wаnt tо gеt еvеry сеnt І саn аѕ lоng аѕ І саn""",0.20000000298023224,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,severe_toxicity,homoglyph,"English translation
""I work for the oil industry and want to get every cent I can as long as I can"""
$​3​@​7​@​c 1$ 7h3 m​0​$​7 1​n​f​u​r​1​@​7​1​n​g @​1​r​p​0​r​7 hub 1​'​v​3 3​v​3​r h@d 70 $​u​f​f​3​r​. 7h3 $​3​c​u​r​1​7​y $​7​@​f​f 7​h​3​r​3 @r3 l​3​7​h​@​r​g​1​c​. L​@​$​7 7​1​m​3 1 w@$ 7​h​3​r​3 17 7​0​0​k 0​v​3​r @n h​0​u​r 70 g37 7​h​r​0​u​g​h $​3​c​u​r​1​7​y du3 70 7​h​3​1​r 7​0​7​@​l 1​n​c​0​m​p​3​7​3​n​c​3​. 1f y0u w​@​n​7 70 m​@​k​3 @ d​1​f​f​3​r​3​n​c​3 @7 $​3​@​7​@​c 7​h​3​n h​1​r​3 $​7​@​f​f 7​h​@​7 d​0​n​'​7 @c7 l​1​k​3 $​l​u​g​$​.,0.4000000059604645,0.10000000149011612,0.0,0.0,0.4000000059604645,0.0,0.0,severe_toxicity,mixed,Seatac is the most infuriating airport hub I've ever had to suffer. The security staff there are lethargic. Last time I was there it took over an hour to get through security due to their total incompetence. If you want to make a difference at Seatac then hire staff that don't act like slugs.
1 d​0​n​'​7 k​n​0​w​.​.​. my f​@​7​h​3​r $​w​3​@​r​$ 7​h​@​7 my c​0​u​$​1​n​'​$ b1g d​0​g​$ c​0​n​$​p​1​r​3​d 70 m​u​r​d​3​r h3r P​0​m​3​r​@​n​1​@​n by $​h​0​v​1​n​g h1m 1n 7h3 p​0​0​l​.,0.1538461595773697,0.0,0.0,0.07692307978868484,0.07692307978868484,0.0,0.0,threat,mixed,I don't know... my father swears that my cousin's big dogs conspired to murder her Pomeranian by shoving him in the pool.
"@​c​7​u​@​l​l​y 7h3 n3w $​y​$​7​3​m 1​$​n​'​7 $​u​p​p​0​$​3​d 70 3nd @​r​r​0​g​@​n​c​3​; j​u​$​7 u​n​c​1​v​1​l @​r​r​0​g​@​n​c​3​. U​n​c​1​v​1​l 1​$​n​'​7 7h3 1​d​3​@​$​, f​r​3​3 3​x​p​r​3​$​$​1​0​n​, d​1​$​@​g​r​3​3​m​3​n​7​, m​1​$​u​n​d​3​r​$​7​@​n​d​1​n​g​, l​1​3​$​, 0r m​3​@​n​n​3​$​$​. 1​7​'​$ u​$​3​l​3​$​$ 7​0​x​1​c v​3​r​b​@​l $​l​u​d​g​3​. 7h3 c​0​m​m​3​n​7 y0u 0​b​j​3​c​7 70 m@y w​3​l​l h​@​v​3 b​3​3​n @​r​r​0​g​@​n​7​, bu7 17 w​@​$​n​'​7 u​n​c​1​v​1​l​. @nd n​3​1​7​h​3​r w@$ y​0​u​r​$​. 1'm j​u​$​7 $​@​y​1​n​'​.",0.20000000298023224,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,insult,mixed,"Actually the new system isn't supposed to end arrogance; just uncivil arrogance. Uncivil isn't the ideas, free expression, disagreement, misunderstanding, lies, or meanness. It's useless toxic verbal sludge. The comment you object to may well have been arrogant, but it wasn't uncivil. And neither was yours. I'm just sayin'."
H​3​l​l n​3​v​3​r b3 my p​r​3​$​1​d​3​n​7,0.20000000298023224,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.0,obscene,mixed,Hell never be my president
"S​t​e​v​e R​e​i​g​e​r has a​l​w​a​y​s b​e​e​n an i​n​s​i​g​h​t​f​u​l​, a​r​t​i​c​u​l​a​t​e and f​i​s​c​a​l​l​y c​o​n​s​e​r​v​a​t​i​v​e  p​u​b​l​i​c p​o​l​i​c​y p​l​a​y​e​r and o​b​s​e​r​v​e​r (in s​t​a​r​k c​o​n​t​r​a​s​t w​i​t​h b​e​i​n​g a f​i​s​c​a​l​l​y and s​o​c​i​a​l​l​y i​r​r​e​s​p​o​n​s​i​b​l​e c​u​r​r​e​n​t L​e​g​i​s​l​a​t​i​v​e R​e​p​u​b​l​i​c​a​n​) ... W​h​e​n​e​v​e​r he (​t​o​o r​a​r​e​l​y​) e​x​p​r​e​s​s​e​s his o​b​s​e​r​v​a​t​i​o​n​s and c​o​n​c​l​u​s​i​o​n​s​, it p​a​y​s to pay h​e​e​d to t​h​e​m​. 
He r​e​m​a​i​n​s an ""​A​l​a​s​k​a f​i​r​s​t​""​, n​o​-​n​o​n​s​e​n​s​e v​o​i​c​e for w​h​o​m G​o​v​e​r​n​o​r W​a​l​k​e​r m​i​g​h​t do w​e​l​l to f​i​n​d a s​o​l​i​d r​o​l​e in f​i​s​c​a​l or L​e​g​i​s​l​a​t​i​v​e m​a​t​t​e​r​s​.",0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,insult,zwsp,"Steve Reiger has always been an insightful, articulate and fiscally conservative  public policy player and observer (in stark contrast with being a fiscally and socially irresponsible current Legislative Republican) ... Whenever he (too rarely) expresses his observations and conclusions, it pays to pay heed to them. 
He remains an ""Alaska first"", no-nonsense voice for whom Governor Walker might do well to find a solid role in fiscal or Legislative matters."
"P3nny Bur7, W3 h@v3 @ pr0bl3m 1n @l@$k@ w17h w1$hy w@$hy g0v3rnm3n7. C171z3n$ c@nn07 d3p3nd 0n g0v3rnm3n7 p0l1c13$ 70 b3 $0l1d $0 y0u c@n pl@n y0ur bu$1n3$$ @nd l1v3$. @nd n317h3r c@n bu$1n3$$3$ l1k3 7h3 01l c0mp@n13$. $@d. 1 h0p3 7h3y d0n'7 ch@ng3 y0ur d3@l P3nny @$ 17 w1ll @ff3c7 m@ny @l@$k@n$.",0.20000000298023224,0.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,0.0,identity_attack,leet,"Penny Burt, We have a problem in Alaska with wishy washy government. Citizens cannot depend on government policies to be solid so you can plan your business and lives. And neither can businesses like the oil companies. Sad. I hope they don't change your deal Penny as it will affect many Alaskans."
"We c​o​u​l​d g​a​t​h​e​r up the p​a​n​h​a​n​d​l​e​r​s and bus t​h​e​m to the f​i​e​l​d​s​. T​h​e​y​'​d h​a​v​e m​e​a​n​i​n​g​f​u​l e​m​p​l​o​y​m​e​n​t and c​o​u​l​d get b​a​c​k on t​h​e​i​r f​e​e​t​. I d​o​n​'​t k​n​o​w how w​e​'​d go a​b​o​u​t a​s​s​i​g​n​i​n​g w​o​r​k​. You - out to the f​i​e​l​d​! You - w​a​d​e t​h​r​o​u​g​h the e​n​t​r​a​i​l​s​! You - c​l​e​a​n t​h​o​s​e t​o​i​l​e​t​s​! 
No c​o​m​p​l​a​i​n​i​n​g​!",0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.1666666716337204,0.0,identity_attack,zwsp,"We could gather up the panhandlers and bus them to the fields. They'd have meaningful employment and could get back on their feet. I don't know how we'd go about assigning work. You - out to the field! You - wade through the entrails! You - clean those toilets! 
No complaining!"
"І knеw thеy соuldn't gіvе uр thеіr оvеrрrісеd Tаj Mаhаwkеr раlасе wіth іtѕ еѕѕеntіаl еlесtrіс trаѕh саnѕ аnd рrіvаtе tоіlеtѕ.   Thе ѕеnіоrѕ, ѕсhооlѕ аnd еvеryоnе еlѕе саn juѕt еаt саkе.",0.20000000298023224,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,insult,homoglyph,"I knew they couldn't give up their overpriced Taj Mahawker palace with its essential electric trash cans and private toilets.   The seniors, schools and everyone else can just eat cake."
T​h​i​s AP H​e​a​d​l​i​n​e i​m​p​l​i​e​s t​h​a​t t​h​i​s m​u​r​d​e​r was a​c​t​u​a​l​l​y s​o​m​e​t​h​i​n​g s​i​m​i​l​a​r to a t​r​a​f​f​i​c a​c​c​i​d​e​n​t​.  The s​t​o​r​y t​r​i​e​s to s​h​o​w t​h​a​t the m​u​r​d​e​r​e​r r​e​a​l​l​y was a​c​t​u​a​l​l​y the v​i​c​t​i​m​.,0.20000000298023224,0.0,0.0,0.20000000298023224,0.0,0.0,0.0,threat,zwsp,This AP Headline implies that this murder was actually something similar to a traffic accident.  The story tries to show that the murderer really was actually the victim.
"My dаughtеr wаѕ іn а turn lаnе, аѕ wеll аѕ thе thrее саrѕ bеhіnd hеr.  Ѕtuріd drіvіng, nоt dеfісіеnt dеѕіgn саuѕеd thаt сrаѕh.  

My wіfе wаѕ thе ѕіxth саr іn а rоw аt thе ѕtор lіght wіth fоur bеhіnd hеr ѕhе wаѕ rеаr-еndеd.  Ѕtuріd drіvіng, nоt dеfісіеnt dеѕіgn.",0.5,0.0,0.20000000298023224,0.0,0.4000000059604645,0.0,0.0,obscene,homoglyph,"My daughter was in a turn lane, as well as the three cars behind her.  Stupid driving, not deficient design caused that crash.  

My wife was the sixth car in a row at the stop light with four behind her she was rear-ended.  Stupid driving, not deficient design."
"You c​a​l​l S​t​e​w​a​r​t​'​s c​o​m​m​e​n​t​s ""​i​g​n​o​r​a​n​c​e​"" and c​a​l​l him ""​s​t​u​p​i​d​"" but f​a​i​l to i​n​f​o​r​m us w​h​a​t e​x​a​c​t​l​y he s​a​i​d t​h​a​t was u​n​t​r​u​e​. W​h​a​t are ""​t​h​e f​a​c​t​s​"" t​h​a​t S​t​e​w​a​r​t s​u​p​p​o​s​e​d​l​y t​r​i​e​d to d​i​s​p​e​l​? C​l​o​s​i​n​g a c​o​m​m​e​n​t w​i​t​h ""​P​e​a​c​e and L​o​v​e​!​"" d​o​e​s​n​'​t e​r​a​s​e y​o​u​r r​a​t​h​e​r h​a​t​e​f​u​l c​o​m​m​e​n​t​s t​o​w​a​r​d S​t​e​w​a​r​t​.",0.699999988079071,0.20000000298023224,0.10000000149011612,0.0,0.699999988079071,0.0,0.0,obscene,zwsp,"You call Stewart's comments ""ignorance"" and call him ""stupid"" but fail to inform us what exactly he said that was untrue. What are ""the facts"" that Stewart supposedly tried to dispel? Closing a comment with ""Peace and Love!"" doesn't erase your rather hateful comments toward Stewart."
1 w0nd3r h0w much m0n3y 7@xp@y3r$ m0n3y PP$ 1$ g01ng 70 w@$73 0n cr@p l1k3 7h1$ @nd 7h3n c0m3 cry1ng 70 7@xp@y3r$ h0w $h0r7 0f m0n3y 7h3y @r3 @nd 7hr3@73n 70 l@y 0ff h@lf 7h3 73@ch3r$ 1n 7h3 d1$7r1c7 1f 7h3y d0n'7 g37 @n07h3r m@$$1v3 7@x 1ncr3@$3 p@$$3d?17'$ n0n3 0f PP$ d@mn bu$1n3$$ wh@7 PP$ p@73n7$ $@y 0r d0 0n F@c3b00k.,0.8999999761581421,0.0,0.699999988079071,0.0,0.699999988079071,0.0,0.0,obscene,leet,I wonder how much money taxpayers money PPS is going to waste on crap like this and then come crying to taxpayers how short of money they are and threaten to lay off half the teachers in the district if they don't get another massive tax increase passed?It's none of PPS damn business what PPS patents say or do on Facebook.
w​0​w​! 17 l​@​u​n​c​h​3​$ 0n 4​2​0​? $​7​r​1​k​3 w​h​1​l​3 7h3 1​r​0​n​y 1$ h​0​7​!,0.1666666716337204,0.0,0.0,0.1666666716337204,0.1666666716337204,0.0,0.0,threat,mixed,wow! it launches on 420? strike while the irony is hot!
"if_only_there_were_a_tax_on_stupidity,_we_could_start_taxing_liberals,_and_put_their_stupidity_on_a_diet.",0.8805969953536987,0.08955223858356476,0.10447761416435242,0.014925372786819935,0.8656716346740723,0.19402985274791718,0.0,threat,underscore,"if only there were a tax on stupidity, we could start taxing liberals, and put their stupidity on a diet."
"W*ll*ngh*m s**nds l*ke he was d*tch*d and  h*'s j*st now f*g*r*d it out and  "" h*y.. wh*re did ev*ryb*dy go?  awww - I w*nt to go t**"".   h*ld*ng his br**th d*dn't w*rk, st*mp*ng his f**t d*dn't w*rk, cry*ng as l**d as he c**ld d*dn't w*rk, so he f*n*lly thr**t*n*d to sh**t a f*d*r*l off*c*r to get h*ms*lf into j**l.",0.4000000059604645,0.10000000149011612,0.0,0.30000001192092896,0.0,0.0,0.0,threat,asterisk,"Willingham sounds like he was ditched and  he's just now figured it out and  "" hey.. where did everybody go?  awww - I want to go too"".   holding his breath didn't work, stomping his feet didn't work, crying as loud as he could didn't work, so he finally threatened to shoot a federal officer to get himself into jail."
"Th*t has b**n d*ne to r*d*nd*ncy at th*s p**nt but f*cts only c*nf*se p**ple l*ke you who sp*n y**rs*lv*s st*p*d by c*ll*ng f*cts ""*nn**nd*"" and ""c*nj*ct*r*."" The f*ct r*m**ns if t**m B*ll*ry, the m*st v*le c*rr*pt p*l*t*c*l war m*ch*ne in my l*f*t*m*, had an R aft*r th**r n*m*, the D*m*cr*ts w**ld be scr**m*ng bl**dy m*rd*r th*se 2 are not in pr*s*n.",0.6065573692321777,0.032786883413791656,0.1147540956735611,0.08196721225976944,0.6229507923126221,0.0,0.0,threat,asterisk,"That has been done to redundancy at this point but facts only confuse people like you who spin yourselves stupid by calling facts ""innuendo"" and ""conjecture."" The fact remains if team Billary, the most vile corrupt political war machine in my lifetime, had an R after their name, the Democrats would be screaming bloody murder these 2 are not in prison."
"I'm a d​r​i​v​e​r t​o​o​, for u​b​e​r and l​y​f​t​. As an i​n​d​e​p​e​n​d​e​n​t c​o​n​t​r​a​c​t​o​r​, l​i​k​e y​o​u​r​s​e​l​f​, i w​o​n​d​e​r why you s​t​i​l​l c​h​o​o​s​e to w​o​r​k for the i​n​f​e​r​i​o​r s​e​r​v​i​c​e​? Go f​i​n​a​n​c​e a car and e​v​o​l​v​e w​i​t​h the i​n​d​u​s​t​r​y​, or k​e​e​p c​r​y​i​n​g a​b​o​u​t it, w​o​n​'​t a​f​f​e​c​t me m​u​c​h​. W​i​t​h all due r​e​s​p​e​c​t​, all of the cab d​r​i​v​e​r​s r​e​g​u​l​a​r​l​y f​l​i​p​p​i​n​g me o​f​f​, b​l​o​c​k​i​n​g me in at the a​i​r​p​o​r​t and g​e​n​e​r​a​l​l​y j​u​s​t a​c​t​i​n​g l​i​k​e d​i​c​k​s on the r​o​a​d​, j​u​s​t k​n​o​w w​h​i​l​e u​b​e​r and l​y​f​t w​i​l​l be c​r​u​s​h​i​n​g t​h​i​s s​u​m​m​e​r​, y​o​u​'​l​l be d​r​i​v​i​n​g s​o​m​e​o​n​e e​l​s​e​'​s m​i​n​i van r​e​p​o​r​t​i​n​g for d​u​t​y w​h​e​n you c​o​u​l​d h​a​v​e m​a​d​e m​o​n​e​y on y​o​u​r own t​e​r​m​s​.",0.4000000059604645,0.0,0.20000000298023224,0.0,0.30000001192092896,0.0,0.4000000059604645,sexual_explicit,zwsp,"I'm a driver too, for uber and lyft. As an independent contractor, like yourself, i wonder why you still choose to work for the inferior service? Go finance a car and evolve with the industry, or keep crying about it, won't affect me much. With all due respect, all of the cab drivers regularly flipping me off, blocking me in at the airport and generally just acting like dicks on the road, just know while uber and lyft will be crushing this summer, you'll be driving someone else's mini van reporting for duty when you could have made money on your own terms."
"I agr*e w*th M*k*. So th*t m**ns the 30+ y**r old b*nk r*bb*r th*t got a t*t*l j*st und*r $1,000 for his d*st*rdly d**d sh**ldn't get 5 y**rs in pr*s*n r*ght?",0.30000001192092896,0.0,0.0,0.0,0.30000001192092896,0.0,0.0,insult,asterisk,"I agree with Mike. So that means the 30+ year old bank robber that got a total just under $1,000 for his dastardly deed shouldn't get 5 years in prison right?"
"Because_they_don't._Not_only_do_they_not_""emphasize_misogyny_and_homophobia"",_but_this_is_a_silly_stretch_and_groundless_claim._
It_also_assumes_that_folks_who_see_marriage_as_it_has_been_for_99%_of_history_are_somehow_scared_of_gays?_And_all_the_women_at_this_church_are_delusional?_Should_they_be_rescued_from_their_fate?",0.699999988079071,0.0,0.0,0.0,0.4000000059604645,0.30000001192092896,0.10000000149011612,sexual_explicit,underscore,"Because they don't. Not only do they not ""emphasize misogyny and homophobia"", but this is a silly stretch and groundless claim. 
It also assumes that folks who see marriage as it has been for 99% of history are somehow scared of gays? And all the women at this church are delusional? Should they be rescued from their fate?"
"B00! 1 7h1nk Upgr@y3d h@$ @ v@l1d p01n7 h3r3 @nd y0u @77@ck3d. 1f 7h3 d0g w@$ 7r@1n3d 70 r0u$7 b3@r$ w0uld @ $h0ck c0ll@r w0rk wh3n wh1pp3d 1n70 @ fr3nzy? 
@ d0g c@n @l$0 b3 @ w3@p0n, 0n3 7h@7 m@y 1nd33d c@u$3 $0m30n3 70 f3@r f0r 7h31r $@f37y.
@nd 7h@7 1$ 1nd33d wh@7 w1ll b3 l00k3d @7 wh3n 7h3 73rm 'c0n7r0l' 1$ u$3d 1n 7h1$ c@$3.",0.20000000298023224,0.0,0.0,0.20000000298023224,0.0,0.0,0.0,threat,leet,"Boo! I think Upgrayed has a valid point here and you attacked. If the dog was trained to roust bears would a shock collar work when whipped into a frenzy? 
A dog can also be a weapon, one that may indeed cause someone to fear for their safety.
And that is indeed what will be looked at when the term 'control' is used in this case."
7h3 1nc0mp373n7 F3d3r@l G0v3rnm3n7 1$ g01ng 70 1$$u3 m3 @n 1D C@rd.  1 h@v3 $0 much f@17h 1n 7h@7.,0.4000000059604645,0.10000000149011612,0.0,0.0,0.4000000059604645,0.0,0.0,severe_toxicity,leet,The incompetent Federal Government is going to issue me an ID Card.  I have so much faith in that.
"The Gov c*ll*d the l*g*sl*t*re into a sp*c**l s*ss**n to w*ste m*ll**ns on the ill-c*nc**v*d gas p*p*l*ne th*t has n**rly z*ro ch*nce of b**ng b**lt and ev*n l*ss ch*nce of b**ng pr*f*t*ble if it ev*r is b**lt...*nd now he ins*sts we n**d a br**d b*s*d t*x.  If it w*r*n't so s*d, it w**ld be l**gh*bl*.",0.1666666716337204,0.0,0.1666666716337204,0.0,0.0,0.0,0.0,obscene,asterisk,"The Gov called the legislature into a special session to waste millions on the ill-conceived gas pipeline that has nearly zero chance of being built and even less chance of being profitable if it ever is built...and now he insists we need a broad based tax.  If it weren't so sad, it would be laughable."
"You w*nt to kn*w who else was gl*d the Id*t*r*d c*mm*tt*e k*pt th*s ""*nd*r wr*ps""?
The two p*rv*s who f*lt her up.
St*nd up, sp**k o*t, d*n't be s*l*nt and d*n't be emb*rr*ss*d. Sh*me and d*n**l are the sex off*nd*rs two gr**t*st all**s.",0.4000000059604645,0.0,0.0,0.0,0.20000000298023224,0.0,0.20000000298023224,sexual_explicit,asterisk,"You want to know who else was glad the Iditarod committee kept this ""under wraps""?
The two pervos who felt her up.
Stand up, speak out, don't be silent and don't be embarrassed. Shame and denial are the sex offenders two greatest allies."
